Time,ccj,uec,spread,mvg_avg,mvg_std_dev,upper,lower,long_entry,long_exit,long_positions,short_entry,short_exit,short_positions,positions,percentage_change,strategy_returns,cumulative_returns
2015-02-05,13.6307,1.4,3.0653796057777853,3.442492144280007,0.3989843738292898,10.327476432840022,-3.442492144280007,False,False,0.0,False,True,0.0,0.0,-0.024699612041639566,-0.0,1.0
2015-02-06,13.4787,1.44,2.611513308800008,3.373745791848896,0.5162944731278236,10.121237375546688,-3.373745791848896,False,False,0.0,False,True,0.0,0.0,-0.018642422136213695,-0.0,1.0
2015-02-09,13.7291,1.42,3.012846457288898,3.22840601366223,0.48914739357261316,9.68521804098669,-3.22840601366223,False,False,0.0,False,True,0.0,0.0,0.01641756368087201,0.0,1.0
2015-02-10,14.1495,1.31,4.263378773977784,3.32322601366223,0.6458902557491351,9.96967804098669,-3.32322601366223,False,True,0.0,False,False,0.0,0.0,0.05202829188101013,0.0,1.0
2015-02-11,13.6039,1.3,3.7932453482222286,3.3492726988133414,0.6653511200652047,10.047818096440025,-3.3492726988133414,False,True,0.0,False,False,0.0,0.0,-0.02007868322705256,-0.0,1.0
2015-02-12,13.7917,1.39,3.301846180022231,3.3965660136622304,0.6483130320594476,10.189698040986691,-3.3965660136622304,False,False,0.0,False,True,0.0,0.0,-0.02023755035790569,-0.0,1.0
2015-02-13,14.0153,1.36,3.751845902755562,3.624632532453341,0.48246334455781603,10.873897597360024,-3.624632532453341,False,True,0.0,False,False,0.0,0.0,0.018534712322178203,0.0,1.0
2015-02-17,14.4804,1.48,3.31134701182223,3.684332643360007,0.39910168341799407,11.052997930080021,-3.684332643360007,False,False,0.0,False,True,0.0,0.0,-0.017173812288954662,-0.0,1.0
2015-02-18,14.2568,1.44,3.3896133088000084,3.509579550324452,0.242899393772869,10.528738650973356,-3.509579550324452,False,False,0.0,False,True,0.0,0.0,0.003115202134906095,0.0,1.0
2015-02-19,14.2568,1.47,3.163213586066675,3.383573197893341,0.22142467907574162,10.150719593680023,-3.383573197893341,False,False,0.0,False,True,0.0,0.0,-0.008930819398038739,-0.0,1.0
2015-02-20,14.0243,1.48,2.8552470118222306,3.294253364253341,0.32736624904154965,9.882760092760023,-3.294253364253341,False,False,0.0,False,True,0.0,0.0,-0.012224120163320886,-0.0,1.0
2015-02-23,13.9438,1.52,2.472880714844454,3.0384603266711196,0.37642607228129993,9.11538098001336,-3.0384603266711196,False,False,0.0,False,True,0.0,0.0,-0.015045072608813456,-0.0,1.0
